X_ActualPosition,X_ActualVelocity,X_ActualAcceleration,X_SetPosition,X_SetVelocity,X_SetAcceleration,X_CurrentFeedback,X_DCBusVoltage,X_OutputCurrent,X_OutputVoltage,X_OutputPower,Y_ActualPosition,Y_ActualVelocity,Y_ActualAcceleration,Y_SetPosition,Y_SetVelocity,Y_SetAcceleration,Y_CurrentFeedback,Y_DCBusVoltage,Y_OutputCurrent,Y_OutputVoltage,Y_OutputPower,Z_ActualPosition,Z_ActualVelocity,Z_ActualAcceleration,Z_SetPosition,Z_SetVelocity,Z_SetAcceleration,Z_CurrentFeedback,Z_DCBusVoltage,Z_OutputCurrent,Z_OutputVoltage,S_ActualPosition,S_ActualVelocity,S_ActualAcceleration,S_SetPosition,S_SetVelocity,S_SetAcceleration,S_CurrentFeedback,S_DCBusVoltage,S_OutputCurrent,S_OutputVoltage,S_OutputPower,S_SystemInertia,M_CURRENT_PROGRAM_NUMBER,M_sequence_number,M_CURRENT_FEEDRATE,Machining_Process
202.12670112187,4.100019081497217,4.0,202,4.0,4.0,0.18,0.0207,329,2.77,-1.42e-06,162.9836212939836,4.488709278305214,-2.25,162.0,4.0,4.0,0.539,0.0167,328,1.84,6.43e-07,123.18486177616563,3.192539482914226,4.0,123.0,4.0,4.0,0,0,0,0,-357.0,4.001,4.25,-357.0,4.0,4.0,0.524,2.74e-19,329,0.0,6.96e-07,16,1,0,50,Starting
201.56757542736415,-7.057380298404193,-346.0,202,-9.6,-354.0,-10.9,0.186,328,23.3,0.00448,162.10012685505635,-15.628281098989364,-746.0,161.0,-20.6,-643.0,-14.5,0.281,325,37.8,0.0126,123.23499473917006,-16.24605958340968,-708.0,122.0,-21.6,-670.0,0,0,0,0,-357.0,4.0,4.25,-357.0,4.0,4.0,-0.288,2.74e-19,328,0.0,-5.27e-07,16,1,4,50,Prep
200.31203701641536,-13.982046884265017,-2.25,200,-13.9,3.9999046,-8.59,0.14,328,30.6,0.00533,158.27475098633903,-27.464643278681216,4.0,158.0,-28.3,3.9999046,-7.79,0.139,327,49.4,0.00943,119.43142772596727,-29.905978881726103,41.5,119.0,-29.7,3.9999046,0,0,0,0,-357.0,4.0,3.562,-357.0,4.0,4.0,0.524,2.74e-19,328,0.0,9.1e-07,16,1,7,50,Prep
198.39108606860552,-14.269616640629396,4.0,198,-13.9,3.9999046,-6.11,0.13,327,30.3,0.00489,155.07908177701307,-28.977448583965916,-58.5,155.0,-28.3,3.9999046,-8.13,0.156,325,47.6,0.0105,116.09401749988048,-29.892512360879742,-2.25,116.0,-29.7,4.0,0,0,0,0,-357.0,3.999,3.75,-357.0,4.0,4.0,-0.18,2.74e-19,328,0.0,1.07e-06,16,1,7,50,Prep
196.1887611045317,-14.249140544160724,-14.8,196,-13.9,4.0000954,-5.7,0.114,328,30.5,0.00425,152.29717285300066,-28.21819398975304,142.0,152.0,-28.3,4.0000954,-13.8,0.202,326,47.1,0.0135,113.23169993961454,-28.735906696109826,22.8,112.0,-29.7,4.0,0,0,0,0,-357.0,4.0,3.812,-357.0,4.0,4.0,0.226,2.74e-19,328,0.0,1.96e-06,16,1,7,50,Prep
194.45855478620183,-13.287342506955355,85.2,195,-13.9,4.000191,-5.85,0.128,328,30.9,0.00474,148.8973054039954,-28.26744063480374,-8.5,148.0,-28.3,4.0,-9.78,0.166,326,49.6,0.0113,108.87727678627722,-30.367470268614102,-2.25,109.0,-29.7,4.0000954,0,0,0,0,-357.0,4.0,4.0,-357.0,4.0,4.0,0.821,2.74e-19,328,0.0,0.0,16,1,7,50,Prep
193.0531559389932,-13.697690576560916,-2.25,193,-13.9,4.0000954,-5.84,0.0955,328,29.3,0.00345,145.97161723366128,-28.174266076967296,85.2,145.0,-28.3,3.9999046,-8.56,0.179,326,50.0,0.0124,106.0296846543542,-29.332517003583582,66.5,106.0,-29.7,4.0000954,0,0,0,0,-357.0,4.00075,3.9375,-357.0,4.0,4.0,0.523,2.74e-19,328,0.0,3.79e-06,16,1,2,50,Prep
190.868506579069,-13.513062372288598,54.0,191,-13.9,3.999809,-7.31,0.117,327,29.1,0.00441,141.6949794195182,-27.682735132850482,54.0,142.0,-28.3,3.9999046,-8.0,0.185,325,50.8,0.0128,102.6509123022692,-30.135168080174257,22.8,102.3,-29.7,4.0,0,0,0,0,-357.0,4.0,4.0,-357.0,4.0,4.0,-0.288,2.74e-19,328,0.0,0.0,16,1,7,50,Prep
188.9930140919366,-13.888450089201662,29.0,189,-13.9,4.0,-7.98,0.113,328,29.4,0.00417,139.7565754173448,-28.5115563113403,41.5,139.0,-28.3,4.0,-9.96,0.154,327,49.7,0.0102,99.2018387019169,-29.202690492178522,22.8,98.8,-29.7,4.0000954,0,0,0,0,-357.0,3.99925,3.812,-357.0,4.0,4.0,-0.0997,2.74e-19,328,0.0,-8.36e-08,16,1,7,50,Prep
187.64530500648314,-13.6717791936195,16.5,187,-13.9,3.9999046,-7.44,0.138,328,29.8,0.00501,135.5694246273013,-28.413571999864914,-27.3,136.0,-28.3,4.0,-6.29,0.119,325,48.1,0.00784,96.16576073002119,-29.56945435933591,-33.5,95.6,-29.7,4.0000954,0,0,0,0,-357.0,3.999,4.0,-357.0,4.0,4.0,0.118,2.74e-19,328,0.0,0.0,16,1,7,50,Prep
186.3656529856322,-14.617454820265285,-52.3,186,-13.9,3.9999046,-4.52,0.114,327,31.3,0.0043,132.95973885009613,-27.732053111099255,117.0,132.0,-28.3,4.0,-8.62,0.186,325,48.6,0.0126,92.76283498649939,-29.534059759525192,-21.0,92.2,-29.7,4.0,0,0,0,0,-357.0,4.0,4.25,-357.0,4.0,4.0,-0.288,2.74e-19,328,0.0,-6.99e-07,16,1,7,50,Prep
184.32340527442608,-13.44643077091921,66.5,184,-13.9,4.0000954,-5.53,0.13,328,31.6,0.00485,128.28369921277357,-28.076962383669862,16.5,129.0,-28.3,4.0000954,-10.9,0.181,326,50.6,0.0124,89.02093464065072,-30.113332136634558,4.0,88.7,-29.7,4.0000954,0,0,0,0,-357.0,4.001,4.0625,-357.0,4.0,4.0,0.118,2.74e-19,328,0.0,-1.02e-06,16,1,7,50,Prep
182.02745551206255,-13.847963401381348,-33.5,182,-13.9,4.0000954,-7.55,0.122,327,30.4,0.00457,126.3040533910399,-28.704177950465425,-2.25,126.0,-28.3,3.9999046,-10.5,0.174,325,50.4,0.012,85.3169174610469,-29.93489847076959,10.25,85.5,-29.7,3.9999046,0,0,0,0,-357.0,3.99825,3.313,-357.0,4.0,4.0,2.34,2.74e-19,328,0.0,0.0,16,1,7,50,Prep
180.46870600642424,-13.615759474521067,110.0,180,-13.9,4.0000954,-8.41,0.133,327,28.5,0.005,123.9656539385413,-27.854411219428343,54.0,123.0,-28.3,3.9999046,-8.39,0.177,325,49.4,0.012,82.43203911113386,-29.29438390870532,-8.5,82.1,-29.7,4.0,0,0,0,0,-357.0,4.004,5.19,-357.0,4.0,4.0,-0.288,2.74e-19,328,0.0,7.61e-06,16,1,7,50,Prep
179.1943900164565,-13.688351745381828,47.8,178,-13.9,3.9999046,-8.81,0.131,328,30.3,0.00478,119.94830948862521,-27.810889738336773,135.0,119.0,-28.3,3.9999046,-11.3,0.165,327,51.2,0.011,78.88673491597915,-28.825382952427194,54.0,78.6,-29.7,4.0000954,0,0,0,0,-357.0,4.00075,4.375,-357.0,4.0,4.0,-0.18,2.74e-19,328,0.0,0.0,16,1,7,50,Prep
176.64270687042062,-14.289990075586962,-21.0,177,-13.9,4.000191,-5.78,0.127,327,29.9,0.00475,115.86843814583455,-28.11021739375674,41.5,116.0,-28.3,3.999809,-10.8,0.155,325,49.3,0.0104,75.69146225859895,-29.289894340421124,-2.25,75.3,-29.7,4.0000954,0,0,0,0,-357.0,4.0,3.812,-357.0,4.0,4.0,0.821,2.74e-19,328,0.0,2.91e-06,16,1,7,50,Prep
175.15332628571838,-14.240113873780183,22.8,175,-13.9,4.0000954,-7.39,0.127,327,30.2,0.00468,112.25519692232184,-28.13531914954733,47.8,113.0,-28.3,3.9999046,-12.8,0.172,325,43.2,0.0114,73.34468442820463,-29.892567361379054,35.3,72.0,-29.7,4.0000954,0,0,0,0,-357.0,3.999,3.75,-357.0,4.0,4.0,0.415,2.74e-19,328,0.0,-1.06e-06,16,1,7,50,Prep
172.6012973694662,-14.10919665990731,10.25,173,-13.9,3.9999046,-6.08,0.125,328,31.0,0.00472,109.84678335274506,-28.22843149544004,16.5,110.0,-28.3,4.0,-12.6,0.196,326,47.3,0.0134,68.45201858601449,-29.651734868214017,-46.0,68.5,-29.7,4.0000954,0,0,0,0,-357.0,4.0,4.25,-357.0,4.0,4.0,-0.694,2.74e-19,328,0.0,0.0,16,1,2,50,Prep
171.36525894371388,-13.634031153838029,10.25,171,-13.9,3.9999046,-6.89,0.131,327,31.8,0.00491,105.93567197875454,-28.324921730569432,41.5,107.0,-28.3,3.9999046,-11.4,0.185,325,50.2,0.0126,65.69993369713661,-28.63812759922919,-21.0,65.2,-29.7,4.0000954,0,0,0,0,-357.0,3.99675,2.44,-357.0,4.0,4.0,0.00893,2.74e-19,328,0.0,0.0,16,1,7,50,Prep
169.97924084551664,-13.597255846617285,54.0,170,-13.9,4.0000954,-6.42,0.11,328,29.8,0.0041,102.99000180637714,-28.19717643000036,4.0,103.3,-28.3,3.999809,-11.0,0.161,326,46.6,0.0109,62.60586579730827,-29.655196206619358,10.25,61.9,-29.7,3.9999046,0,0,0,0,-357.0,4.00025,4.812,-357.0,4.0,4.0,0.00893,2.74e-19,328,0.0,-2.82e-07,16,1,7,50,Prep
167.92313437477281,-14.301892115747767,-39.8,168,-13.9,4.000191,-7.26,0.112,328,29.8,0.00416,100.35154169612818,-28.09014508656934,91.5,99.9,-28.3,4.0,-12.2,0.203,326,49.4,0.0138,58.64639922925994,-28.960532918790946,47.8,58.4,-29.7,4.000191,0,0,0,0,-357.0,4.0,4.25,-357.0,4.0,4.0,-0.288,2.74e-19,328,0.0,0.0,16,1,7,50,Prep
165.71687003150612,-14.288240305947156,22.8,166,-13.9,3.9999046,-4.17,0.0986,328,28.4,0.00361,97.9813835799447,-28.368578116962095,123.0,96.8,-28.3,3.9999046,-12.3,0.176,325,48.6,0.0117,56.506858092064455,-30.023849381869525,10.25,55.1,-29.7,4.0000954,0,0,0,0,-357.0,3.99875,2.94,-357.0,4.0,4.0,0.118,2.74e-19,328,0.0,0.0,16,1,7,50,Prep
164.50833172616152,-14.312481714187061,-89.7,164,-13.9,3.999809,-5.34,0.107,328,30.5,0.00394,95.77715508072987,-28.631903924587412,-14.8,93.6,-28.3,3.9999046,-10.5,0.181,326,50.0,0.0123,51.821016437000125,-29.71841010560527,10.25,51.8,-29.7,4.0,0,0,0,0,-357.0,4.003,4.75,-357.0,4.0,4.0,-0.0997,2.74e-19,328,0.0,8.51e-07,16,1,7,50,Prep
161.93574676301083,-14.104973790935718,-33.5,162,-13.9,4.0,-5.22,0.111,328,30.1,0.00409,90.1080354138175,-28.538037166565687,60.3,90.2,-28.3,4.0000954,-10.2,0.19,326,47.6,0.013,48.65344077985921,-29.428977643883798,-8.5,48.3,-29.7,3.9999046,0,0,0,0,-357.0,3.997,2.81,-357.0,4.0,4.0,0.117,2.74e-19,328,0.0,-2.29e-07,16,1,7,50,Prep
160.82190162875037,-14.30016124891984,-8.5,161,-13.9,3.9999046,-6.7,0.132,328,30.7,0.00494,88.35908819754462,-28.129689919385456,22.8,87.1,-28.3,3.9999046,-14.6,0.202,326,43.8,0.0139,44.921803602184106,-29.626192863652765,10.25,45.0,-29.7,4.0000954,0,0,0,0,-357.0,4.001,4.5,-357.0,4.0,4.0,0.524,2.74e-19,328,0.0,0.0,16,1,7,50,Prep
158.853583146928,-14.117789114677217,22.8,159,-13.9,3.9999046,-7.03,0.139,328,30.3,0.00518,84.26287891142005,-28.508532156390444,-64.7,83.9,-28.3,3.9999046,-9.87,0.174,326,48.9,0.0119,41.73356981415777,-29.935248757888488,16.5,41.7,-29.7,4.0,0,0,0,0,-357.0,3.99925,3.625,-357.0,4.0,4.0,0.306,2.74e-19,328,0.0,-5.2e-07,16,1,7,50,Prep
